Time,Observed_Value,Fitted_Value,Residual,Segment
87,54.76791251135121,56.26999999999993,-1.5020874886487192,3
88,56.059981179928535,56.01999999999993,0.03998117992860273,3
89,57.30838930849884,55.76999999999993,1.5383893084989069,3
90,56.948899763295756,55.51999999999993,1.4288997632958242,3
91,57.39923234871285,55.26999999999993,2.129232348712918,3
92,54.70484644956978,55.01999999999993,-0.3151535504301535,3
93,53.41544540145864,54.76999999999993,-1.3545545985412915,3
94,54.264901725099456,54.51999999999993,-0.255098274900476,3
95,48.87052981133424,54.26999999999993,-5.3994701886656955,3
96,49.389240088246055,54.01999999999993,-4.630759911753877,3
97,49.53736124046584,53.76999999999993,-4.23263875953409,3
98,50.32881015167519,53.51999999999993,-3.19118984832474,3
99,54.54927752551493,53.26999999999993,1.279277525514999,3
100,50.12246702284774,53.01999999999993,-2.8975329771521956,3
101,51.559879827073885,52.76999999999993,-1.2101201729260467,3
102,56.67753055291534,52.51999999999993,4.157530552915411,3
103,51.12995529260337,52.26999999999993,-1.1400447073965623,3
104,54.38004981909461,52.01999999999993,2.3600498190946766,3
105,48.782423423968325,51.76999999999993,-2.987576576031607,3
106,50.86259981482352,51.51999999999993,-0.6574001851764137,3
107,48.22992942428607,51.26999999999993,-3.0400705757138624,3
108,49.93509415711813,51.01999999999993,-1.0849058428818026,3
109,53.458986039863596,50.76999999999993,2.6889860398636642,3
110,44.992574645784416,50.51999999999993,-5.5274253542155165,3
111,51.66015565934668,50.26999999999993,1.3901556593467461,3
112,50.78075392746322,50.01999999999993,0.7607539274632913,3
113,47.86872014177019,49.76999999999993,-1.901279858229742,3
114,44.89261486595688,49.51999999999993,-4.6273851340430525,3
115,49.500814424684314,49.26999999999993,0.2308144246843824,3
116,47.32562333099577,49.01999999999993,-1.6943766690041642,3
117,49.51456387633498,48.76999999999993,0.7445638763350502,3
118,48.58992686567495,48.51999999999993,0.06992686567501494,3
119,53.39569245222686,48.26999999999993,5.125692452226929,3
120,47.25406199208626,48.01999999999993,-0.7659380079136753,3
121,45.124808023609965,48.399999999999935,-3.2751919763899693,4
122,49.353682031860146,48.77999999999994,0.5736820318602085,4
123,49.86398938870959,49.15999999999994,0.7039893887096511,4
124,53.88940024076934,49.53999999999994,4.349400240769398,4
125,52.5923559869266,49.919999999999945,2.6723559869266538,4
126,51.441987389278374,50.29999999999995,1.1419873892784267,4
127,55.36256925190255,50.67999999999995,4.682569251902599,4
128,47.25595822616683,51.05999999999995,-3.80404177383312,4
129,49.39279509520076,51.439999999999955,-2.0472049047991945,4
130,48.85495698750228,51.81999999999996,-2.9650430124976808,4
131,50.952608629901505,52.19999999999996,-1.2473913700984554,4
132,48.17460432781977,52.57999999999996,-4.405395672180191,4
133,54.99248302980606,52.959999999999965,2.0324830298060945,4
134,52.628887369283895,53.33999999999997,-0.7111126307160731,4
135,49.013419857591465,53.71999999999997,-4.706580142408505,4
136,50.85014694013584,54.09999999999997,-3.2498530598641295,4
137,55.4832443118406,54.479999999999976,1.003244311840625,4
138,57.542005017262,54.85999999999998,2.6820050172620213,4
139,61.6295388534137,55.23999999999998,6.389538853413718,4
140,64.94435989122344,55.61999999999998,9.324359891223459,4
141,57.32611018648318,55.999999999999986,1.3261101864831915,4
142,53.21347801589802,56.37999999999999,-3.166521984101969,4
143,49.9374519016598,56.75999999999999,-6.822548098340192,4
144,57.99667667950027,57.13999999999999,0.8566766795002749,4
145,54.91858849500695,57.519999999999996,-2.6014115049930453,4
146,56.570856767425006,57.9,-1.3291432325749923,4
147,56.32129024300862,58.28,-1.9587097569913823,4
148,58.209469163467574,58.660000000000004,-0.45053083653242965,4
149,62.45113673852047,59.040000000000006,3.4111367385204616,4
150,59.92255541582511,59.42000000000001,0.5025554158250998,4
151,59.292368521476206,59.80000000000001,-0.5076314785238054,4
152,56.86590799095742,60.180000000000014,-3.3140920090425965,4
153,55.20101457694607,60.56000000000002,-5.358985423053944,4
154,59.38381469096536,60.94000000000002,-1.5561853090346602,4
155,61.1478958373814,61.32000000000002,-0.1721041626186235,4
156,67.35737572345565,61.700000000000024,5.657375723455623,4
157,62.49687846871326,62.08000000000003,0.41687846871323586,4
158,65.60476643527382,62.46000000000003,3.1447664352737874,4
159,61.24225408467475,62.84000000000003,-1.5977459153252838,4
160,59.42817994746556,63.220000000000034,-3.791820052534476,4
